# BEAST v1.6.1, Build r3651
# Generated Thu Apr 28 21:54:11 NZST 2011 [seed=1303984450769]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	clock.rate	treeLikelihood	coalescent
20000	-3331.0008129903954	-44.475828902254406	-3286.524984088141	1.0135525886852366	1.5357110693702427	0.43621162928655605	1.4141518451202617	0.3588899136598825	0.3233467126504565	0.1676109463659472	0.2629629347789148	0.2133977849482995	0.22005729722133427	0.30358198305145134	0.49923263347086216	0.5100020150875388	0.07470847997382878	-3286.524984088141	-32.59465067572299
21000	-3342.935725707268	-55.59485179463212	-3287.3408739126357	1.7109538368870374	2.6466445064841437	0.43621162928655605	1.4141518451202617	0.3065890528166771	0.3401320688782146	0.19929806066893963	0.2629629347789148	0.2133977849482995	0.22005729722133427	0.30358198305145134	0.6905083608730543	0.5100020150875388	0.04194617547971082	-3287.3408739126357	-43.10681279047414
22000	-3324.994952857321	-39.892640869507524	-3285.1023119878137	0.8392720363579664	0.8753439178532036	0.43621162928655605	1.3783216140939323	0.3065890528166771	0.3401320688782146	0.19929806066893963	0.2629629347789148	0.2133977849482995	0.22005729722133427	0.30358198305145134	0.6905083608730543	0.5100020150875388	0.08506699763649288	-3285.1023119878137	-28.53720465223723
23000	-3325.8229127334425	-38.15081692740495	-3287.6720958060378	0.65689818364551	1.0191506958761316	0.4754022813568784	1.3783216140939323	0.3065890528166771	0.3401320688782146	0.11960268699108466	0.2629629347789148	0.2133977849482995	0.22005729722133427	0.30358198305145134	0.6905083608730543	0.5100020150875388	0.09389821887897201	-3287.6720958060378	-27.050685863474406
24000	-3350.4511904252877	-69.86777585349618	-3280.5834145717913	2.3215414268059313	3.7152975205945338	0.4318979418169235	1.3783216140939323	0.30166063109784347	0.3401320688782146	0.11960268699108466	0.2629629347789148	0.20603619133926948	0.22005729722133427	0.31094357666048134	0.6905083608730543	0.5100020150875388	0.021821387355086323	-3280.5834145717913	-57.58556770362627
25000	-3340.4494162300853	-58.37996489749791	-3282.0694513325875	1.6466226052081365	2.699733195546532	0.4676860009651894	1.3783216140939323	0.35184444859417946	0.3401320688782146	0.11960268699108466	0.2629629347789148	0.2146991286004085	0.21139435996019526	0.31094357666048134	0.6905083608730543	0.5664215012945326	0.03962750512233018	-3282.0694513325875	-46.18664574542617
26000	-3345.4555924864576	-64.1537326853659	-3281.3018598010917	2.093066288856424	4.322013909157128	0.34517820107137814	1.4112574074518462	0.2424452322051453	0.303753799724995	0.10052181084611074	0.24849867306104	0.2146991286004085	0.21139435996019526	0.32540783837835613	0.6905083608730543	0.5664215012945326	0.03424406220005259	-3281.3018598010917	-52.40941439176745
27000	-3335.921208037905	-70.64397116831945	-3265.277236869586	2.9931576718316086	3.3488218821316518	0.34517820107137814	1.4330498422094635	0.38178235325389426	0.303753799724995	0.10052181084611074	0.24849867306104	0.198786647842044	0.21139435996019526	0.3413203191367206	0.9516819546817696	0.5664215012945326	0.02616881385548839	-3265.277236869586	-58.69381364830826
28000	-3319.417254872438	-54.058518062578855	-3265.3587368098592	1.2577582786615007	2.720181702881466	0.3694928433895309	1.4330498422094635	0.38178235325389426	0.303753799724995	0.13641488024207596	0.2528720256629534	0.198786647842044	0.20702100735828186	0.3413203191367206	0.9516819546817696	0.5664215012945326	0.050206919151430975	-3265.3587368098592	-41.95552286304651
29000	-3341.9892045063934	-76.63247754704093	-3265.3567269593523	2.649689805827557	5.225517756453018	0.3312520560795551	1.4330498422094635	0.38178235325389426	0.303753799724995	0.17837144909527078	0.25862469632518337	0.1913625177720783	0.21444513742824756	0.33556764847449067	0.9516819546817696	0.5664215012945326	0.0217378809593061	-3265.3567269593523	-63.72528579335498
30000	-3350.3062448304827	-89.25109613894611	-3261.0551486915365	5.153556858466878	9.46090931506174	0.2862875548162284	1.4330498422094635	0.38178235325389426	0.31227744618574577	0.17837144909527078	0.2704415239940273	0.1913625177720783	0.20262830975940357	0.33556764847449067	0.9516819546817696	0.5664215012945326	0.01229837787365529	-3261.0551486915365	-75.86623174302738
31000	-3311.816045655337	-45.987516850472026	-3265.828528804865	0.8901727441776953	1.550940518552053	0.2145320247579423	1.4330498422094635	0.38178235325389426	0.31227744618574577	0.1749499594290197	0.2704415239940273	0.1913625177720783	0.20262830975940357	0.33556764847449067	0.9516819546817696	0.5664215012945326	0.05156822373411635	-3265.828528804865	-34.710987726197686
32000	-3304.2387840224783	-49.19187995715268	-3255.0469040653256	0.9158743910473892	1.9922623157428097	0.21215575719230872	1.6883197713562008	0.38178235325389426	0.34668945571809845	0.3017157547254207	0.2704415239940273	0.1913625177720783	0.19090214163497873	0.3472938165989155	0.6362939674554104	0.5664215012945326	0.056356426286653966	-3255.0469040653256	-36.87410020618938
33000	-3322.8857825635578	-61.122760728637274	-3261.7630218349204	1.9482342006077504	3.2351189301775047	0.21215575719230872	1.8207892734085864	0.23231231884112635	0.34668945571809845	0.3489642709373516	0.28859256327498545	0.17321147849112017	0.19090214163497873	0.3472938165989155	0.5829933899368607	0.5206101876621484	0.037298854370495946	-3261.7630218349204	-48.58574500701939
34000	-3292.0423751683657	-41.036722491792275	-3251.0056526765734	0.8319091359140245	1.3796092883659967	0.28709279457706066	1.8207892734085864	0.23231231884112635	0.34668945571809845	0.300065409846564	0.2703553449621986	0.17321147849112017	0.19090214163497873	0.36553103491170236	0.6808114464427389	0.5206101876621484	0.09611329698492116	-3251.0056526765734	-29.205428371656105
35000	-3309.2791599202756	-48.700140809191	-3260.5790191110846	0.969635322380687	2.0721608330944665	0.28709279457706066	1.8207892734085864	0.23231231884112635	0.37713399595057756	0.3938607343680408	0.28021455585268473	0.16335226760063407	0.19090214163497873	0.36553103491170236	0.6808114464427389	0.5206101876621484	0.07311764394919308	-3260.5790191110846	-36.11127148492001
36000	-3352.3645291387975	-91.30736655124895	-3261.0571625875486	5.326233715054747	8.880483002261606	0.28709279457706066	1.8207892734085864	0.23231231884112635	0.37713399595057756	0.3990220071755055	0.28021455585268473	0.16335226760063407	0.19090214163497873	0.36553103491170236	0.634324802096702	0.5206101876621484	0.011832247269259404	-3261.0571625875486	-77.25034886462903
37000	-3336.175475369688	-84.06454980763891	-3252.110925562049	4.51637880465001	9.097823099732658	0.36576400933437575	1.7108869661154216	0.27408290879932967	0.37713399595057756	0.3990220071755055	0.2812082967932347	0.16235852666008407	0.19090214163497873	0.36553103491170236	0.634324802096702	0.5206101876621484	0.01995024266136922	-3252.110925562049	-69.64879478511925
38000	-3303.2419915586856	-52.007175066536945	-3251.2348164921486	1.0106142877635589	2.17186951341027	0.36576400933437575	1.5914401728302852	0.27408290879932967	0.3225153908551954	0.3990220071755055	0.2842588861114302	0.16235852666008407	0.19090214163497873	0.3624804455935069	0.6545169276368225	0.5566594529950025	0.05701757771983617	-3251.2348164921486	-39.2526822202469
39000	-3315.6805478305932	-63.574137986483535	-3252.1064098441097	2.0907670591639143	3.3007798044839856	0.36576400933437575	1.8082242060738458	0.27408290879932967	0.3225153908551954	0.2639681573317084	0.2842588861114302	0.16235852666008407	0.19090214163497873	0.3624804455935069	0.6545169276368225	0.5566594529950025	0.03321888822494994	-3252.1064098441097	-50.674948996673194
40000	-3329.605180692837	-78.8808141074301	-3250.724366585407	3.8281522607763008	4.860177865163544	0.36576400933437575	1.7203456146854308	0.27408290879932967	0.3225153908551954	0.2639681573317084	0.2842588861114302	0.16235852666008407	0.19090214163497873	0.3624804455935069	0.9607941272214534	0.5566594529950025	0.02248977295339842	-3250.724366585407	-65.64643180714485
41000	-3317.7598077527923	-64.60938666036112	-3253.1504210924313	2.159361696763565	3.7394757663804867	0.36576400933437575	1.7203456146854308	0.27408290879932967	0.42609844977854533	0.2639681573317084	0.2842588861114302	0.157171544756495	0.1960891235385678	0.3624804455935069	0.9976789288170781	0.6011419500109095	0.03314143143699579	-3253.1504210924313	-51.36218207153788
42000	-3284.001180467556	-34.85968130009214	-3249.1414991674637	0.7471385996672568	1.0352534081674292	0.30990569479305957	1.355213197851168	0.27408290879932967	0.3689514216670617	0.2639681573317084	0.29306162180174644	0.157171544756495	0.18728638784825155	0.3624804455935069	0.9011619273452415	0.6011419500109095	0.09944939862850058	-3249.1414991674637	-23.447210617639133
43000	-3299.0137968674967	-49.75392106164789	-3249.259875805849	1.303752270958922	1.78431917039756	0.2464913989866583	1.2509180877673796	0.22850546685647094	0.3689514216670617	0.2639681573317084	0.29306162180174644	0.157171544756495	0.18728638784825155	0.3624804455935069	0.9011619273452415	0.6011419500109095	0.05311962377212987	-3249.259875805849	-38.27952147906204
44000	-3294.6913021915307	-41.93457487513436	-3252.7567273163963	0.950977445377946	1.6748078124790073	0.1486293587665111	1.2509180877673796	0.13800064645196386	0.37130752382117216	0.2639681573317084	0.29306162180174644	0.157171544756495	0.18728638784825155	0.3624804455935069	0.9011619273452415	0.6011419500109095	0.07686216362958019	-3252.7567273163963	-31.495732042786788
45000	-3287.3319565968136	-36.58409296853698	-3250.7478636282767	0.58264704711508	1.5016931736769112	0.1486293587665111	1.0360583293359802	0.15480762557141284	0.24734146858390282	0.2639681573317084	0.29306162180174644	0.14179492826742102	0.20266300433732554	0.3624804455935069	0.9011619273452415	0.6011419500109095	0.0911205181122621	-3250.7478636282767	-26.731614920603942
46000	-3293.21677650977	-48.986385491031825	-3244.2303910187384	1.0728744985833603	1.5965572176179452	0.1531262849442343	1.0360583293359802	0.16035509300911938	0.1701140675071966	0.1635979488427422	0.2800794070770857	0.14902248966749188	0.20387373023557154	0.3670243730198508	0.9011619273452415	0.6011419500109095	0.04958027594414017	-3244.2303910187384	-39.83772380659135
47000	-3296.234360082678	-56.89966790629581	-3239.3346921763823	1.747414097091795	2.7581428400417165	0.11778251844907438	0.9136615537361984	0.15372313138007618	0.1397567617865698	0.14721623266784065	0.2800794070770857	0.14902248966749188	0.18321328613788587	0.38768481711753644	0.9011619273452415	0.5599380076606548	0.037954167532598795	-3239.3346921763823	-47.91512111180005
48000	-3294.1066850324955	-54.39202515096751	-3239.714659881528	1.4958257620721858	2.6852355170900384	0.12126673949894247	1.1967447565808558	0.15372313138007618	0.17889519680273325	0.09257262280650803	0.3005951383455933	0.12431033092813554	0.18321328613788587	0.39188124458838514	0.9011619273452415	0.5599380076606548	0.04785729140814946	-3239.714659881528	-45.34337687875913
49000	-3287.1858386578965	-49.46028751371061	-3237.725551144186	1.087104926017552	2.3141747608534207	0.12126673949894247	1.1967447565808558	0.1752893840018331	0.17889519680273325	0.09257262280650803	0.3005951383455933	0.12431033092813554	0.18321328613788587	0.39188124458838514	0.8538578319592968	0.5599380076606548	0.055852671866669236	-3237.725551144186	-40.43347706686998
50000	-3304.3415584757895	-58.3992492362915	-3245.942309239498	2.062913414120419	2.8591131583991016	0.12126673949894247	0.9573266288903737	0.1900000539210557	0.17889519680273325	0.09257262280650803	0.3005951383455933	0.14372402565645157	0.18321328613788587	0.37246754986006914	0.8538578319592968	0.5599380076606548	0.03854552351548774	-3245.942309239498	-49.3069784853386
51000	-3300.3478601675715	-59.02571954390979	-3241.3221406236617	2.2696959155207215	3.110104049267195	0.12126673949894247	0.9573266288903737	0.1900000539210557	0.17889519680273325	0.09257262280650803	0.3005951383455933	0.14372402565645157	0.18321328613788587	0.37246754986006914	0.8538578319592968	0.5599380076606548	0.0335537764964213	-3241.3221406236617	-49.84930410323917
52000	-3298.0468986410906	-58.15577190375832	-3239.8911267373323	1.7813960286782307	2.1673422832021636	0.12126673949894247	0.9456406892547486	0.15273066882637396	0.17889519680273325	0.09557948213161288	0.3005951383455933	0.14372402565645157	0.18321328613788587	0.37246754986006914	0.8538578319592968	0.6324690170250643	0.036916990886185816	-3239.8911267373323	-49.53325380979454
53000	-3280.3072884318412	-39.93379302193238	-3240.373495409909	0.8530151082936227	0.8698281131844091	0.12126673949894247	0.9456406892547486	0.15273066882637396	0.17889519680273325	0.09557948213161288	0.3212610541490174	0.12305810985302748	0.18321328613788587	0.37246754986006914	1.147069190591619	0.6395996492976458	0.08347674215964168	-3240.373495409909	-32.224236248517414
54000	-3283.709733545012	-47.84913883974612	-3235.860594705266	1.0535713158777742	2.3805359738852063	0.1310787454007837	0.9456406892547486	0.15273066882637396	0.17889519680273325	0.10467809713543345	0.3212610541490174	0.12305810985302748	0.18321328613788587	0.37246754986006914	1.147069190591619	0.6395996492976458	0.05755617303580326	-3235.860594705266	-38.97060515571631
55000	-3297.642541739817	-54.57377661067002	-3243.068765129147	1.309263895055574	2.556727744705486	0.09885181986150479	0.9456406892547486	0.15330664561076288	0.2752410715754533	0.10467809713543345	0.3404861219584259	0.12305810985302748	0.16398821832847738	0.37246754986006914	1.398586105033826	0.6395996492976458	0.04841280818388379	-3243.068765129147	-45.472557626728424
56000	-3294.1877633363506	-51.14539683338531	-3243.0423665029653	1.1232209201361432	2.1196835045031555	0.09885181986150479	0.9456406892547486	0.15330664561076288	0.27396342796044776	0.10467809713543345	0.28585360911380275	0.12305810985302748	0.17484557359716918	0.4162427074360005	1.0544988877989017	0.6395996492976458	0.049492071333880394	-3243.0423665029653	-42.23618712168604
57000	-3274.243975368727	-34.59560020960697	-3239.6483751591204	0.6695309511509994	1.3528031196098922	0.13462910831519653	0.9456406892547486	0.15330664561076288	0.23516897391886454	0.10467809713543345	0.28585360911380275	0.13334560233755613	0.17297141313960449	0.4078293754090366	0.906473722967957	0.6039712249201556	0.09117715871809802	-3239.6483751591204	-25.987379382384432
58000	-3270.740644625705	-33.66488522311356	-3237.0757594025913	0.6190029828318492	0.7734004451669617	0.13462910831519653	0.9456406892547486	0.15330664561076288	0.23516897391886454	0.09051902851092865	0.2877315144472637	0.1314676970040952	0.17297141313960449	0.4078293754090366	1.0133260822310033	0.6039712249201556	0.09457142255459552	-3237.0757594025913	-25.7552807722289
59000	-3278.5682245695225	-36.38175620464524	-3242.1864683648773	0.7119985031117341	0.9037485572226728	0.10442033473805495	0.9456406892547486	0.13473036658633272	0.23516897391886454	0.09051902851092865	0.2877315144472637	0.1314676970040952	0.17297141313960449	0.4078293754090366	1.0133260822310033	0.6039712249201556	0.09530826092800629	-3242.1864683648773	-28.68537670063696
60000	-3279.432264544565	-37.80465951935839	-3241.627605025207	0.7418557096012856	1.2398756906592439	0.10442033473805495	0.9456406892547486	0.13473036658633272	0.2191834661609881	0.1169725146080992	0.2877315144472637	0.1314676970040952	0.17297141313960449	0.4078293754090366	1.0133260822310033	0.6039712249201556	0.0969471997660294	-3241.627605025207	-29.614333445670056
61000	-3295.2592872631794	-45.28619262635024	-3249.973094636829	0.8745702603706559	1.769211294318182	0.10442033473805495	0.9456406892547486	0.13473036658633272	0.1727695239617239	0.15520507817985696	0.28357072412288586	0.1314676970040952	0.17297141313960449	0.4119901657334144	1.0202662627931918	0.5888660268901836	0.07781777082784605	-3249.973094636829	-36.69854716039631
62000	-3292.102211999404	-56.37729250900645	-3235.7249194903975	1.6044756051179114	2.4928490261633325	0.1474781559002435	1.208157140940288	0.13769533301650277	0.1243566597716202	0.15520507817985696	0.28357072412288586	0.1314676970040952	0.17297141313960449	0.4119901657334144	1.0202662627931918	0.5888660268901836	0.043847126773739586	-3235.7249194903975	-47.16482053931044
63000	-3289.3530178692195	-47.26697168433779	-3242.0860461848815	1.0519866108238685	1.4232347722754966	0.1474781559002435	0.8981448963421983	0.19601583835292033	0.17389581563504491	0.15520507817985696	0.28357072412288586	0.1314676970040952	0.17297141313960449	0.4119901657334144	0.7232685408086339	0.5711308861844473	0.05859097565804723	-3242.0860461848815	-38.247370500873416
64000	-3314.9039821867646	-72.57793317343297	-3242.3260490133316	2.7257479777484206	5.848763498581538	0.1474781559002435	0.9903147426276	0.14190240261264322	0.11808678967652463	0.15520507817985696	0.28357072412288586	0.1314676970040952	0.17297141313960449	0.4119901657334144	0.5495191236876338	0.5711308861844473	0.02501069564403618	-3242.3260490133316	-62.73319875287033
65000	-3272.3381110549244	-31.76449799605527	-3240.5736130588693	0.5993811166442069	1.1481070646575708	0.21087278023866113	0.883621802115549	0.14190240261264322	0.09239442182184326	0.12599344609969113	0.2875299242577253	0.1275084968692558	0.17297141313960449	0.4119901657334144	0.8177088601625909	0.5711308861844473	0.08995377257220534	-3240.5736130588693	-23.752139818786752
66000	-3284.7657895848897	-50.25306116914306	-3234.5127284157466	1.1934708158357872	2.2881232837043997	0.23264992229411433	0.883621802115549	0.14190240261264322	0.09239442182184326	0.12599344609969113	0.2875299242577253	0.12408103590051492	0.17639887410834537	0.4119901657334144	0.8177088601625909	0.5711308861844473	0.05407079819970298	-3234.5127284157466	-41.45554203989769
67000	-3293.258334771488	-59.17888378272773	-3234.0794509887605	1.6429042612189362	3.0676040703837764	0.16962614750767804	0.883621802115549	0.12230888932999424	0.047895304063127274	0.12599344609969113	0.2875299242577253	0.12408103590051492	0.17639887410834537	0.4119901657334144	0.5565002096593342	0.47330807757946275	0.03543521414846063	-3234.0794509887605	-51.1664094761165
68000	-3306.253237369998	-68.23533429242713	-3238.0179030775707	2.2551110026594325	2.8947276903805497	0.13085004341491205	0.883621802115549	0.12230888932999424	0.047895304063127274	0.07730877112485063	0.28368364239701155	0.12792731776122862	0.1817744359322751	0.4066146039094847	0.5565002096593342	0.4662203636604703	0.023975772127720646	-3238.0179030775707	-61.00018086828235
69000	-3297.994982101416	-63.43722714086569	-3234.5577549605505	2.0817295370569306	3.003395224065058	0.19745061503701855	0.797802471134615	0.12230888932999424	0.09587585047080611	0.08444589117950668	0.28368364239701155	0.12792731776122862	0.1817744359322751	0.4066146039094847	0.5565002096593342	0.4662203636604703	0.027330529003427775	-3234.5577549605505	-55.12031227681165
70000	-3323.1566097481646	-85.36905721597812	-3237.7875525321865	4.823196676379952	6.000521089244534	0.19745061503701855	0.797802471134615	0.12230888932999424	0.17532683051252515	0.16047336818792365	0.28368364239701155	0.12792731776122862	0.1817744359322751	0.4066146039094847	0.5196124023841125	0.4662203636604703	0.01333613312890353	-3237.7875525321865	-75.16115760329306
71000	-3287.172280945919	-51.73873055281934	-3235.4335503930993	1.3241428928420875	2.109082217723604	0.19745061503701855	0.797802471134615	0.11417721212641835	0.14020919897020165	0.16047336818792365	0.28368364239701155	0.12792731776122862	0.1817744359322751	0.4066146039094847	0.5196124023841125	0.4662203636604703	0.05114016015221205	-3235.4335503930993	-42.858447828024474
72000	-3278.2335786804438	-37.775543267582286	-3240.4580354128616	0.7181305550274111	1.037443496169455	0.16795480183252215	0.8381014733093253	0.11232375797055057	0.0892851476610299	0.09100456228714449	0.28833450561626306	0.12776189648587843	0.1819398572076253	0.40196374069023316	0.5196124023841125	0.4662203636604703	0.09307520462687467	-3240.4580354128616	-30.707943726938417
73000	-3282.9246472486525	-43.39237957108327	-3239.532267677569	0.8628661826540129	1.2994082038719978	0.16795480183252215	0.8381014733093253	0.2073684912666093	0.06909027575890647	0.09100456228714449	0.28833450561626306	0.12776189648587843	0.1819398572076253	0.40196374069023316	0.5196124023841125	0.4662203636604703	0.07303612806936641	-3239.532267677569	-35.75328935795185
74000	-3279.354809005786	-41.81212309713523	-3237.542685908651	0.8123651239932764	1.5334663691882944	0.21511488562078188	0.9587895040831157	0.2073684912666093	0.06909027575890647	0.13288695720760393	0.27143209800643525	0.12776189648587843	0.19884226481745307	0.40196374069023316	0.5196124023841125	0.4662203636604703	0.0823632947269637	-3237.542685908651	-33.2699034543272
75000	-3280.6981017291364	-43.082150933361845	-3237.6159507957746	1.009219062273432	1.3561241299186362	0.2007327164282865	0.9587895040831157	0.2073684912666093	0.09508340418150905	0.11019763629048243	0.26567859321175064	0.13351540128056305	0.19884226481745307	0.40196374069023316	0.6199457012030135	0.4662203636604703	0.0712388400788732	-3237.6159507957746	-34.604166033870605
76000	-3274.4891126231933	-40.68855065429629	-3233.800561968897	0.7838810917786315	1.1724670788163696	0.25721256342109433	0.9587895040831157	0.13240137833462973	0.07659700663005563	0.11019763629048243	0.26567859321175064	0.13351540128056305	0.19884226481745307	0.40196374069023316	0.6199457012030135	0.4662203636604703	0.07142563836983168	-3233.800561968897	-32.75586451707829
77000	-3279.3900975123483	-38.44304937771308	-3240.947048134635	0.7273351303890343	1.3598184181425146	0.25721256342109433	0.9587895040831157	0.13240137833462973	0.07659700663005563	0.11019763629048243	0.26567859321175064	0.131186836843567	0.19884226481745307	0.4042923051272292	0.6199457012030135	0.5973025856246583	0.07682714698153023	-3240.947048134635	-30.362122208908414
