# BEAST v1.6.1, Build r3651
# Generated Thu Apr 28 21:40:57 NZST 2011 [seed=1303983656504]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(untitled1)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
41000	-3462.640828199217	31.43235666873441	-3494.0731848679516	0.057092060142013096	0.027358025363053717	0.09443060649792209	3.961951198815896	0.2731145863144281	0.1752107794391607	0.2240799741723579	0.32759466007405347	1.0	-3494.0731848679516	31.636703103637934
42000	-3462.3468407350565	29.998485516554908	-3492.3453262516114	0.05490279443886792	0.027449048944068386	0.09284857194246003	5.227078477854545	0.2731145863144281	0.1752107794391607	0.2240799741723579	0.32759466007405347	1.0	-3492.3453262516114	30.55444213809879
43000	-3462.2007869849867	29.926202089058282	-3492.126989074045	0.045916290157405115	0.030667874488294167	0.10675794524362851	5.227078477854545	0.2731145863144281	0.1752107794391607	0.2240799741723579	0.32759466007405347	1.0	-3492.126989074045	30.621752881036837
44000	-3456.1757210403734	31.054155906703606	-3487.229876947077	0.04338232015117064	0.02786016163520925	0.0831288826073078	4.136917428188684	0.2731145863144281	0.1690046810269826	0.23028607258453598	0.32759466007405347	1.0	-3487.229876947077	31.185260656317716
45000	-3457.529973427185	30.84775635329645	-3488.3777297804813	0.05032243408675959	0.029475628300377664	0.08333344197344146	4.39608847570248	0.2731145863144281	0.1690046810269826	0.23028607258453598	0.32759466007405347	1.0	-3488.3777297804813	31.059596116120773
46000	-3461.086550847128	29.460147805443757	-3490.5466986525716	0.05103895493767217	0.02788530995773193	0.12551976253452288	4.39608847570248	0.2731145863144281	0.1690046810269826	0.23028607258453598	0.32759466007405347	1.0	-3490.5466986525716	30.08160085196278
47000	-3452.773403965834	31.82347870983927	-3484.5968826756734	0.047509011440691376	0.025981782618679984	0.08931053270224416	4.39608847570248	0.2745461126769417	0.1690046810269826	0.22885454622202242	0.32759466007405347	1.0	-3484.5968826756734	32.10458796810977
48000	-3462.037165659656	29.10255473020929	-3491.139720389865	0.04436178245226188	0.030802798156780543	0.13917518919267385	3.4847336311465913	0.2745461126769417	0.1714513197322933	0.22640790751671172	0.32759466007405347	1.0	-3491.139720389865	29.540750122685612
49000	-3466.6558436244936	26.952697004857967	-3493.6085406293514	0.04883472207225737	0.03119603384253702	0.1410649216073866	3.4847336311465913	0.2745461126769417	0.1714513197322933	0.22640790751671172	0.32759466007405347	1.0	-3493.6085406293514	27.404379125220157
50000	-3458.2774399244886	31.40885830805444	-3489.686298232543	0.04242544409144839	0.030045496873054876	0.10381484527657282	4.54629112364438	0.2745461126769417	0.1714513197322933	0.22640790751671172	0.32759466007405347	1.0	-3489.686298232543	31.88475116369786
51000	-3457.5825622410543	31.936739253033018	-3489.5193014940874	0.04661120980636185	0.030560011241270234	0.11295966409524401	4.54629112364438	0.2745461126769417	0.1689557725976867	0.22175355935041413	0.3347445553749576	1.0	-3489.5193014940874	32.49705393017145
52000	-3461.3419219228413	26.281475487737126	-3487.6233974105785	0.05036321097088056	0.03443068159616042	0.15165850299831402	4.9319998956865785	0.2745461126769417	0.16615089436931227	0.22175355935041413	0.33754943360333206	1.0	-3487.6233974105785	27.24674986730429
53000	-3454.958232407134	27.993862359104405	-3482.952094766238	0.05659964720973071	0.029327313696277293	0.09247106019349949	4.427177724883524	0.2804268442826602	0.16615089436931227	0.21416954841863067	0.339252712929397	1.0	-3482.952094766238	28.3189790552335
54000	-3456.504477213107	28.421604619579394	-3484.926081832686	0.052670204232808465	0.027048217315294977	0.09887548239512517	4.427177724883524	0.2699926105023471	0.16687354697946166	0.2238811295887944	0.339252712929397	1.0	-3484.926081832686	28.813686887828954
55000	-3455.5124501713885	32.75557694633563	-3488.268027117724	0.052965851261958796	0.02637454080938447	0.08436092867009291	3.6956961855248234	0.2774868645812752	0.16687354697946166	0.21638687550986627	0.339252712929397	1.0	-3488.268027117724	32.76236994968908
56000	-3464.7410567567003	28.664657573966554	-3493.405714330667	0.051147741807241215	0.028213677002865298	0.0753421422379794	3.6956961855248234	0.2774868645812752	0.16897682706208567	0.21428359542724226	0.339252712929397	1.0	-3493.405714330667	28.55838584948329
57000	-3458.762952383877	31.14528566492011	-3489.908238048797	0.045861473517998685	0.0266076860122152	0.11841916601078065	3.6956961855248234	0.2700949129573488	0.16636593918779644	0.2168944833015315	0.34664466455332343	1.0	-3489.908238048797	31.491204888746765
58000	-3445.777329843307	31.337222526618422	-3477.1145523699256	0.049960367302160184	0.025783964338078728	0.08227366469988084	4.714311987194053	0.2700949129573488	0.16636593918779644	0.2168944833015315	0.34664466455332343	1.0	-3477.1145523699256	31.629215749793822
59000	-3459.189027655969	28.115851151626956	-3487.3048788075957	0.05134343245391027	0.026981573841047664	0.0995330504411114	4.832348121194611	0.2700949129573488	0.16636593918779644	0.2168944833015315	0.34664466455332343	1.0	-3487.3048788075957	28.63192261087522
60000	-3446.7920579826314	29.88144229602665	-3476.673500278658	0.05056731387833348	0.025817487933479124	0.10698264523454729	4.5751237615902065	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3476.673500278658	30.395808519425657
61000	-3448.7122054400115	28.155517679459198	-3476.8677231194706	0.048658310899979185	0.023385581639418004	0.1369399826137517	4.5751237615902065	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3476.8677231194706	28.916760022351216
62000	-3454.624004624676	30.351053175098226	-3484.9750577997743	0.04947766375204358	0.02397018273145909	0.10320785434363212	4.5751237615902065	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3484.9750577997743	30.82949772939219
63000	-3449.1014249898544	31.36150370877358	-3480.462928698628	0.05348752351111055	0.02885472144508683	0.10928328610515435	4.5751237615902065	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3480.462928698628	31.897146770813954
64000	-3457.5904558435795	31.91399498890748	-3489.5044508324872	0.04720769410551014	0.023287653786142504	0.07483799586457386	3.933897839127256	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3489.5044508324872	31.876998872935477
65000	-3451.5738527441094	29.373481322657437	-3480.947334066767	0.046587939392320726	0.026622273399195092	0.10379655901131611	5.193251300408667	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3480.947334066767	30.031704876007254
66000	-3453.486774466204	30.640332400413282	-3484.1271068666174	0.048841038067051916	0.023645415862936586	0.14076254336367125	5.220668495346583	0.28036355994474627	0.16636593918779644	0.206625836314134	0.34664466455332343	1.0	-3484.1271068666174	31.610653441244924
67000	-3460.962224252479	27.04617229627873	-3488.0083965487574	0.05434173640738797	0.024021163415143664	0.1274633603493625	5.220668495346583	0.28036355994474627	0.1595251056195929	0.206625836314134	0.35348549812152696	1.0	-3488.0083965487574	27.917247909515552
68000	-3447.907954142671	31.711935358829074	-3479.6198895015	0.047246601287969515	0.022590074010319962	0.08924394269084657	5.220668495346583	0.28036355994474627	0.16066514037266239	0.20709714760476342	0.3518741520778281	1.0	-3479.6198895015	32.22655556792137
69000	-3450.0382799672398	29.726519837258966	-3479.7647998044986	0.05164160510204585	0.027335498627154783	0.0863796426924087	5.220668495346583	0.2806011083634484	0.16066514037266239	0.20263990548566782	0.3560938457782215	1.0	-3479.7647998044986	30.2085185280668
70000	-3452.395297976161	30.71416964300833	-3483.1094676191697	0.050750682263814614	0.02712053328074031	0.10361291009404594	3.937277144052803	0.2806011083634484	0.16066514037266239	0.20263990548566782	0.3560938457782215	1.0	-3483.1094676191697	31.00357175719148
71000	-3448.4470223799317	28.623820724427155	-3477.070843104359	0.05328779205075291	0.027928104073067065	0.0969378389451605	4.958492461680525	0.2806011083634484	0.16599109463444162	0.2005964363430727	0.3528113606590374	1.0	-3477.070843104359	29.14894268528337
72000	-3440.2227396313256	33.8174009447677	-3474.040140576093	0.04973308333454624	0.024209134137511662	0.07092963491079428	4.958492461680525	0.29144824354310017	0.15759847370981223	0.1944649664576234	0.35648831628946437	1.0	-3474.040140576093	34.03014129618492
73000	-3446.305528076344	29.787544951268345	-3476.0930730276127	0.047782647581687286	0.023260971177473205	0.12497351918513575	4.191902747984809	0.29144824354310017	0.15759847370981223	0.196909406533902	0.3540438762131858	1.0	-3476.0930730276127	30.34316774370422
74000	-3448.716181734404	30.268549821073368	-3478.9847315554775	0.0507405753160449	0.02142879606438654	0.09847012779513525	4.055427968746663	0.29064799832235816	0.15759847370981223	0.196909406533902	0.3548441214339278	1.0	-3478.9847315554775	30.543900474771625
75000	-3445.261384533828	30.69086630977703	-3475.952250843605	0.04611989720547021	0.022995224837073343	0.07981183003322177	4.055427968746663	0.29977842707043484	0.14846804496173555	0.196909406533902	0.3548441214339278	1.0	-3475.952250843605	30.75613547190736
76000	-3442.2880665585094	30.756492698433988	-3473.0445592569436	0.04832493705379842	0.023432950288339974	0.11402331235532309	5.182495928360672	0.29977842707043484	0.14846804496173555	0.1872252278097308	0.364528300158099	1.0	-3473.0445592569436	31.505755614447796
77000	-3445.9196947829323	32.25500187759514	-3478.1746966605274	0.05032987141115028	0.022179975588928463	0.07494789679590864	4.334411026796447	0.29977842707043484	0.14846804496173555	0.1872252278097308	0.364528300158099	1.0	-3478.1746966605274	32.34237230202373
78000	-3442.253025858618	34.74547344203365	-3476.9984993006515	0.04535949049055921	0.0211894152566605	0.08762653700867865	4.936995553797855	0.29463374316563284	0.15361272886653754	0.1872252278097308	0.364528300158099	1.0	-3476.9984993006515	35.163599129892845
79000	-3455.2440709220464	30.551371558031445	-3485.795442480078	0.05151389000118041	0.02495220439851625	0.08694724473307398	4.936995553797855	0.29126181598372125	0.15361272886653754	0.1872252278097308	0.3679002273400106	1.0	-3485.795442480078	30.96171491228645
80000	-3454.1625575733956	28.42655857838891	-3482.5891161517843	0.051559963944254134	0.0256208553953127	0.07449639566421098	4.152281975757131	0.29126181598372125	0.15361272886653754	0.1872252278097308	0.3679002273400106	1.0	-3482.5891161517843	28.45272975229617
81000	-3449.4288449450573	29.556645007107516	-3478.9854899521647	0.0491054996416635	0.02750185465966811	0.1264855553901205	4.556319307820481	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3478.9854899521647	30.232987176773044
82000	-3445.243950610905	27.481092063059922	-3472.7250426739647	0.047459699307498375	0.02623659283975695	0.16060511329613647	4.556319307820481	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3472.7250426739647	28.396254757428558
83000	-3442.3202125662174	30.937724986825838	-3473.257937553043	0.04529939172495716	0.022828074316621604	0.12226023020720211	4.994505164513249	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3473.257937553043	31.70496611281583
84000	-3444.065090123069	31.24714208622275	-3475.3122322092913	0.04340906279355987	0.02374910798864578	0.12300320063770985	4.994505164513249	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3475.3122322092913	32.02044178116112
85000	-3448.861576445208	30.705416129572686	-3479.5669925747807	0.04370684526635479	0.02690886062670058	0.09913024051985407	5.062688538005843	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3479.5669925747807	31.281837304615777
86000	-3443.5603110964507	32.55089548153162	-3476.1112065779826	0.04759306428377881	0.02502320440574117	0.0754073383475626	5.062688538005843	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3476.1112065779826	32.85378670606801
87000	-3451.813618506955	30.151034913025576	-3481.964653419981	0.04611157788348011	0.020534078534879787	0.15047995622653196	5.062688538005843	0.29126181598372125	0.15361272886653754	0.18050102355367956	0.37462443159606185	1.0	-3481.964653419981	31.144851435819856
88000	-3447.694204366685	29.918433819595325	-3477.6126381862805	0.04415289299498758	0.02325123702149521	0.10854317439121819	5.062688538005843	0.2964263773055858	0.14844816754467297	0.18050102355367956	0.37462443159606185	1.0	-3477.6126381862805	30.585568462776614
89000	-3454.798751254125	31.62683311033826	-3486.4255843644632	0.05349876715008902	0.020762642773361505	0.06518626003134699	5.327103420047727	0.2964263773055858	0.14844816754467297	0.18050102355367956	0.37462443159606185	1.0	-3486.4255843644632	31.856070708372563
90000	-3449.7819926705	33.18557433488348	-3482.9675670053834	0.047058971668077765	0.01766730946491182	0.10450102401953841	5.327103420047727	0.2964263773055858	0.14844816754467297	0.18050102355367956	0.37462443159606185	1.0	-3482.9675670053834	33.88676009249549
91000	-3447.6406612381684	32.48318995907612	-3480.1238511972447	0.05380590768252514	0.01868345786773055	0.07239106775007366	4.445454242725735	0.2964263773055858	0.15175133553064346	0.18050102355367956	0.3713212636100914	1.0	-3480.1238511972447	32.56890508447332
92000	-3445.5404552179307	28.360969768216247	-3473.901424986147	0.04908860018652511	0.02108357844748774	0.15574606738495228	4.670759344241446	0.2964263773055858	0.15175133553064346	0.18050102355367956	0.3713212636100914	1.0	-3473.901424986147	29.27861446481068
93000	-3445.713205642749	29.82301689161202	-3475.536222534361	0.0492091266292354	0.026145099656162716	0.11079966816657799	4.670759344241446	0.29811374576839994	0.15175133553064346	0.17881365509086544	0.3713212636100914	1.0	-3475.536222534361	30.4001584598147
94000	-3442.6183260303746	32.45812170087797	-3475.0764477312528	0.054725552890880186	0.02599366140286538	0.09030865789813548	4.670759344241446	0.29811374576839994	0.15261442958460603	0.17881365509086544	0.3704581695561288	1.0	-3475.0764477312528	32.83077282475585
95000	-3451.5474622547695	29.895971473279275	-3481.4434337280486	0.05640631733109338	0.025071771313674916	0.09365643290637866	4.750170048646726	0.29811374576839994	0.1517087379151334	0.17971934676033807	0.3704581695561288	1.0	-3481.4434337280486	30.32781273438454
96000	-3453.9039795144545	27.60411318788635	-3481.508092702341	0.05316585299008906	0.027088914787762302	0.1258432950453838	4.918177768874068	0.29811374576839994	0.1517087379151334	0.17971934676033807	0.3704581695561288	1.0	-3481.508092702341	28.378919710990466
97000	-3451.221537210111	32.596372820830275	-3483.817910030941	0.04872105670148432	0.022202168704773092	0.08730690396768914	4.918177768874068	0.29811374576839994	0.1517087379151334	0.17971934676033807	0.3704581695561288	1.0	-3483.817910030941	33.00557144409153
98000	-3445.8523545035246	30.880272453488004	-3476.7326269570126	0.05400207145489314	0.02268239177846366	0.11641043824774673	4.918177768874068	0.3068113604554319	0.14107237581626542	0.17971934676033807	0.3723969169679648	1.0	-3476.7326269570126	31.577163740725666
99000	-3442.726621031099	31.53743357699401	-3474.264054608093	0.052482465963932176	0.022744941796679807	0.0731344234917486	4.918177768874068	0.3020809974944392	0.14258854200314738	0.17728681987678177	0.3780436406256319	1.0	-3474.264054608093	31.76950182279948
100000	-3457.770834364089	28.46369963811018	-3486.234534002199	0.0560366615190766	0.024350085853510364	0.1387542942655081	4.520476660844291	0.3020809974944392	0.14258854200314738	0.18393508390182378	0.37139537660058985	1.0	-3486.234534002199	29.22212993514067
101000	-3446.6243385260423	31.57341067654376	-3478.1977492025862	0.05375727661063566	0.023158789502728854	0.09497365595525976	5.8524751388159295	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3478.1977492025862	32.31638775815984
102000	-3446.4406834627507	34.00327496644284	-3480.4439584291936	0.042073402804764154	0.020790487898895146	0.08018739379330725	5.635540338095718	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3480.4439584291936	34.52116565043206
103000	-3441.9221648345165	32.44515192803849	-3474.3673167625548	0.04633844263015592	0.02655416690802021	0.08877227109146472	5.635540338095718	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3474.3673167625548	33.064750632882685
104000	-3453.128685325132	30.14819253685703	-3483.2768778619893	0.05774291734108091	0.027847118247845797	0.10195639639145038	5.635540338095718	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3483.2768778619893	30.906262138478283
105000	-3447.8466825995392	31.734697152586378	-3479.5813797521255	0.04461199245732446	0.025692512372414215	0.11707511284187684	5.120881516503329	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3479.5813797521255	32.49351909692933
106000	-3442.0639664329597	30.991220831812456	-3473.055187264772	0.046596663274570654	0.026657826416397006	0.10884662132773214	5.243554735667169	0.3106593746424412	0.14258854200314738	0.17535670675382176	0.37139537660058985	1.0	-3473.055187264772	31.710614571937832
107000	-3449.6932739858235	30.73645491583559	-3480.429728901659	0.04894809464548584	0.02385016414558634	0.12640653827072104	4.579394923267597	0.3106593746424412	0.13398688443161685	0.17535670675382176	0.3799970341721204	1.0	-3480.429728901659	31.418902047304172
108000	-3463.181259693496	29.118420464193754	-3492.2996801576896	0.053074341180691514	0.02670299824871307	0.10525566813061518	4.579394923267597	0.3106593746424412	0.13398688443161685	0.168046372235076	0.3873073686908661	1.0	-3492.2996801576896	29.61775671354705
109000	-3449.7752608332585	28.76753600060056	-3478.542796833859	0.05563573778552773	0.02549597537053844	0.15337208313025524	5.355475373649691	0.3106593746424412	0.13398688443161685	0.168046372235076	0.3873073686908661	1.0	-3478.542796833859	29.85999988878203
110000	-3443.6757145376823	32.12260669372908	-3475.7983212314116	0.04968970841059243	0.024042946718765893	0.0924877799611618	4.369461727123654	0.3106593746424412	0.13398688443161685	0.168046372235076	0.3873073686908661	1.0	-3475.7983212314116	32.43074040238334
